uniq,relid,year,active_year,code_status,type_of_violence,source_article,source_original,conflict_id,conflict_name,dyad_id,dyad_name,side_a,side_a_id,side_b,side_b_id,where_location,where_prec,country,isocc,isonumber,gwno,region,adm1,adm2,lat,lng,geocomment,priogrid_gid,date_start,date_end,date_prec,event_type,deaths_a,deaths_b,civilian_deaths,unknown,best_est,high_est,low_est,deathsplit,dyad_unique,geom_wkt
18875,NIG-2004-2-360-24,2004,1,clear,2,Reuters 31/5,Spokesman for the Kebbi State government,360,Tarok - Fulani,360,Tarok - Fulani,Tarok,1550,Fulani,1461,Jega town  Kebbi State,1,Nigeria,NGA,566,475,Africa,Kebbi,Jega,12.2175,4.379167,,147249,5/28/2004,5/28/2004,1,1,2,1,0,0,3,3,3,0,20360,POINT(4.379167 12.2175)
18876,NIG-2004-2-361-1,2004,1,clear,2,Reuters 13/9,Governmnet committee  investigating the incident,361,Bachama - Fulani  Hausa,361,Bachama - Fulani  Hausa,Bachama,1441,Fulani  Hausa,547520,Numan town  Adamawa State,1,Nigeria,NGA,566,475,Africa,Adamawa,Numan,9.466667,12.033333,,142945,6/1/2004,6/30/2004,4,1,0,0,0,132,132,132,132,0,20361,POINT(12.033333 9.466667)
18878,NIG-2004-1-473-1.1,2004,1,clear,1,Factiva search: Xinhua News Agency: ""30 feared killed in Nigeria's troubled oil delta"";  Periscope Daily Defense Group Inc.  UN Integrated Regional Info Networks UNIRIN): ""50 reported dead in clash with Militants", 9 jun, 2004",local newspaper  witnesses,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Government of Nigeria,475,NDPVF,1414,Ogbakiri town  Rivers state,1,Nigeria,NGA,566,475,Africa,Rivers,Obio-Akp,4.847778,6.889444,,136454,6/4/2004,6/4/2004,1,1,0,0,0,17,17,17,17,1,10473,POINT(6.889444 4.847778)
18879,NIG-2004-1-473-1.2,2004,1,clear,1,Factiva search: Xinhua News Agency: ""30 feared killed in Nigeria's troubled oil delta"";  Periscope Daily Defense Group Inc.  UN Integrated Regional Info Networks UNIRIN): ""50 reported dead in clash with Militants", 9 jun, 2004i",local newspaper  witnesses,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Government of Nigeria,475,NDPVF,1414,Buguma town  Rivers state,1,Nigeria,NGA,566,475,Africa,Rivers,Asari-Toru,4.759169,6.767986,,136454,6/4/2004,6/4/2004,1,1,0,0,0,17,17,17,17,1,10473,POINT(6.767986 4.759169)
18880,NIG-2004-1-473-1.3,2004,1,clear,1,Factiva search: Xinhua News Agency: ""30 feared killed in Nigeria's troubled oil delta"";  Periscope Daily Defense Group Inc.  UN Integrated Regional Info Networks UNIRIN): ""50 reported dead in clash with Militants", 9 jun, 2004",local newspaper  witnesses,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Government of Nigeria,475,NDPVF,1414,Tombia town  Rivers state,1,Nigeria,NGA,566,475,Africa,Rivers,Degema,4.788666,6.894286,,136454,6/4/2004,6/4/2004,1,1,0,0,0,16,16,16,16,1,10473,POINT(6.894286 4.788666)
18881,NIG-2004-1-473-2,2004,1,clear,1,"HRW: ""Rivers and Blood: Guns, Oil and Power in Nigeria's Rivers State - A Human Rights Watch Briefing Paper, February 2005"".",,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Government of Nigeria,475,NDPVF,1414,Port Harcourt town  Rivers State (Amadi Ama district),1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,7/8/2004,7/8/2004,1,1,0,1,4,0,5,5,5,0,10473,POINT(7.013404 4.777423)
18886,NIG-2004-2-123-3,2004,1,clear,2,"AFP 24/8, Xinhua 24/8, HRW 13",Police  Members of NDPVF,123,NDPVF - NDV,123,NDPVF - NDV,NDPVF,1414,NDV,1516,Port Harcourt town  Rivers State (Njemanze area),1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,8/23/2004,8/23/2004,1,1,5,5,4,2,16,16,16,0,20123,POINT(7.013404 4.777423)
18887,NIG-2004-2-123-4,2004,1,clear,2,AFP 30/8  HRW 15f,Officials and residents,123,NDPVF - NDV,123,NDPVF - NDV,NDPVF,1414,NDV,1516,Port Harcourt town  Rivers State,1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,8/29/2004,8/29/2004,1,1,0,0,0,4,4,5,4,0,20123,POINT(7.013404 4.777423)
18920,NIG-2004-3-475-2,2004,1,clear,3,R004031600sv (s. 63),Spokesman for the College of Education ,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ikere-Ekiti town  Ekiti state,1,Nigeria,NGA,566,475,Africa,Ekiti,Ikere,7.491328,5.232248,,140051,3/14/2004,3/14/2004,1,1,0,0,6,0,6,6,6,0,30475,POINT(5.232248 7.491328)
18888,NIG-2004-2-123-5,2004,1,clear,2,"AFP 9/2, HRW, 16. Rivers and Blood: Guns, Oil and Power in Nigerias Rivers State A Human Rights Watch Briefing Paper February 2005",Human Rights activists (from the Institute of Human Rights and Humanitarian Law) and officials,123,NDPVF - NDV,123,NDPVF - NDV,NDPVF,1414,NDV,1516,"Port Harcourt town, Rivers State (Sangana Street, Diobu area)",1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,8/31/2004,8/31/2004,1,1,0,0,3,0,3,3,3,0,20123,POINT(7.013404 4.777423)
18889,NIG-2004-2-123-6,2004,1,clear,2,"HRW, 16: Nigeria: Fight for Oil Wealth Fuels Violence in Delta. February 4, 2005",,123,NDPVF - NDV,123,NDPVF - NDV,NDPVF,1414,NDV,1516,"Port Harcourt town, Rivers State (Platform restaurant, Warri Street)",1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,8/1/2004,8/31/2004,4,1,0,0,5,0,5,5,5,0,20123,POINT(7.013404 4.777423)
18890,NIG-2004-2-123-7,2004,1,clear,2,AFP 2/9,Rights activists and press,123,NDPVF - NDV,123,NDPVF - NDV,NDPVF,1414,NDV,1516,Port Harcourt town  Rivers State,1,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,8/31/2004,8/31/2004,1,1,0,0,0,18,18,18,18,0,20123,POINT(7.013404 4.777423)
18891,NIG-2004-1-446-4.1,2004,1,clear,1,AFP 21/9  Reuters 22/9,Government spokesman,249,Nigeria (Northern Nigeria),446,Government of Nigeria - Ahlul Sunnah Jamaa,Government of Nigeria,475,Ahlul Sunnah Jamaa,1413,Bama town  Borno State,1,Nigeria,NGA,566,475,Africa,Borno,Bama,11.52210258,13.68557921,,146548,9/20/2004,9/20/2004,1,1,2,1,0,0,3,3,3,1,10446,POINT(13.6855792132242 11.5221025772222)
18892,NIG-2004-1-446-4.2,2004,1,clear,1,AFP 21/9  Reuters 22/9,Government spokesman,249,Nigeria (Northern Nigeria),446,Government of Nigeria - Ahlul Sunnah Jamaa,Government of Nigeria,475,Ahlul Sunnah Jamaa,1413,Gworza town  Borno State,1,Nigeria,NGA,566,475,Africa,Borno,Gwoza,11.10359338,13.71298262,,145828,9/20/2004,9/20/2004,1,1,2,1,0,0,3,3,3,1,10446,POINT(13.7129826177806 11.1035933780769)
18893,NIG-2004-1-473-3,2004,1,clear,1,"Factiva search: ""Shell Output Unchanged After Staff Evacuation"", All Africa, 28 September 2004.",Shell spokesman,250,Nigeria (Niger Delta),473,Government of Nigeria - NDPVF,Government of Nigeria,475,NDPVF,1414,Port Harcourt town  Rivers State (near),2,Nigeria,NGA,566,475,Africa,Rivers,Port Harcourt,4.777423,7.013404,,136455,8/30/2004,9/26/2004,0,2,0,5,17,0,22,500,22,0,10473,POINT(7.013404 4.777423)
18894,NIG-2004-1-446-5,2004,1,clear,1,AFP 23/9  24/9,Spokesman for Borno State,249,Nigeria (Northern Nigeria),446,Government of Nigeria - Ahlul Sunnah Jamaa,Government of Nigeria,475,Ahlul Sunnah Jamaa,1413,Mandara mountains  on the border to Cameroon,2,Nigeria,NGA,566,475,Africa,Adamawa,,10.75,13.666667,,145108,9/23/2004,9/23/2004,1,1,2,28,0,0,30,30,30,0,10446,POINT(13.666667 10.75)
18895,NIG-2004-1-446-6,2004,1,clear,1,IRIN 11/10,Police,249,Nigeria (Northern Nigeria),446,Government of Nigeria - Ahlul Sunnah Jamaa,Government of Nigeria,475,Ahlul Sunnah Jamaa,1413,Kala-Balge town  Borno State,1,Nigeria,NGA,566,475,Africa,Borno,Ngala,12.07872,14.451922,,147269,10/8/2004,10/8/2004,1,1,3,0,0,0,3,3,3,0,10446,POINT(14.451922 12.07872)
18896,NIG-2004-3-475-5,2004,1,clear,3,Reuters 19/10,Kaduna State spokesman,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State,1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,10/10/2004,10/18/2004,4,1,0,0,0,0,0,12,0,0,30475,POINT(7.43828 10.522239)
18897,NIG-2002-3-475-18,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Nasarawa area),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/1/2002,11/30/2002,4,1,0,0,1,0,1,1,1,0,30475,POINT(7.43828 10.522239)
18898,NIG-2002-3-475-19,2002,1,clear,3,HRW report July 2003,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kaduna town  Kaduna State (Kabala Doki),1,Nigeria,NGA,566,475,Africa,Kaduna,Kaduna North,10.522239,7.43828,,145095,11/1/2002,11/30/2002,4,1,0,0,0,0,0,2,0,0,30475,POINT(7.43828 10.522239)
18899,NIG-2004-2-360-25,2004,1,clear,2,AFP 14/11,Police and witnesses,360,Tarok - Fulani,360,Tarok - Fulani,Tarok,1550,Fulani,1461,Bichi village  Kano state,1,Nigeria,NGA,566,475,Africa,Kano,Bichi,12.234297,8.241181,,147257,11/12/2004,11/12/2004,1,1,1,0,0,0,1,1,1,0,20360,POINT(8.241181 12.234297)
18903,NIG-2004-3-1413-1,2004,0,clear,3,Reuters 6/1-04,Police commissioner,1413,Ahlul Sunnah Jamaa - civilians,1413,Ahlul Sunnah Jamaa - civilians,Ahlul Sunnah Jamaa,1413,civilians,9999,"Sandiya village, Konduga LGA, Borno state",3,Nigeria,NGA,566,475,Africa,Borno,Konduga,11.65582633,13.42133106,Unknown location  coded by ADM2 with Konduga town as centroid.,146547,1/5/2004,1/5/2004,1,1,0,0,1,0,1,1,1,0,31413,POINT(13.421331055418 11.6558263280252)
18905,NIG-2005-3-475-1,2005,0,clear,3,AP 14/1-05,A police spokesman,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Uromi village  Edo State (outskirts of Benin town),2,Nigeria,NGA,566,475,Africa,Edo,Oredo,6.335045,5.627492,Coded as near Benin city,138612,1/13/2005,1/13/2005,1,1,0,0,1,0,1,1,1,0,30475,POINT(5.627492 6.335045)
18916,NIG-2005-3-475-2,2005,0,clear,3,AP 3/3-05,Officials,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Makurdi town  Benue state,1,Nigeria,NGA,566,475,Africa,Benue,Makurdi,7.7411,8.5121,,140778,3/2/2005,3/3/2005,2,3,0,0,1,0,1,1,1,0,30475,POINT(8.5121 7.7411)
18919,NIG-2004-3-475-1,2004,1,clear,3,"AFP 9/3, IRIN 10/3, IRIN 15/3","Military spokesman, the head of the pressure group Niger Delta Professionals for Development, The Federated Niger Delta Ijaw Communities (FNDIC)",475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Warri town  Delta state,1,Nigeria,NGA,566,475,Africa,Delta,Warri South,5.5167,5.75,,137892,3/9/2004,3/9/2004,1,1,0,0,0,0,0,51,0,0,30475,POINT(5.75 5.5167)
18925,NIG-2005-3-475-3,2005,0,clear,3,All Africa 5/4-05,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,"Ugbolokposo community, Warri, Delta state",1,Nigeria,NGA,566,475,Africa,Delta,Okpe,5.559852,5.81703,,137892,4/4/2005,4/4/2005,1,1,0,0,1,0,1,1,1,0,30475,POINT(5.81703 5.559852)
18928,NIG-2005-2-89-1,2005,1,clear,2,"Reuters, 25/4 2005, ""At least 50 said killed in Nigerian land feud. "", AFP 25/4, ""Scores feared dead as Nigerian villagers battle over farmland "", & 28/4-05, Reuters 24/7-05",police  regional authorities,89,Ukele - Izzi,89,Ukele - Izzi,Ukele,1555,Izzi,1481,Border Cross Rivers state and Ebonyi states,5,Nigeria,NGA,566,475,Africa,,,6.520925,8.422831,Unclear from the source exactly where this fighting took place. An estimated coordinate is used  which captures the crossing point of Izzi and Ukele communities in Bayelsa and Cross River states.,139337,4/13/2005,4/25/2005,0,2,0,0,0,100,100,100,50,0,20089,POINT(8.422831 6.520925)
18933,NIG-2004-3-475-3,2004,1,clear,3,"HRW: 'Revenge in the Name of Religion - The Cycle of Violence in Plateau and Kano States' Vol 17, No 8, 66",Eye witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Kano town  Kano State,1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,5/11/2004,5/12/2004,2,1,0,0,24,0,24,24,24,0,30475,POINT(8.513807 11.994354)
18935,NIG-2004-2-15-5,2004,1,clear,2,Reuters 20/5 2004,Opposition leader,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Jato-Aka town  Benue State,1,Nigeria,NGA,566,475,Africa,Benue,Kwande,6.8898,9.505612,,139340,5/15/2004,5/16/2004,2,3,0,0,0,20,20,20,20,0,20015,POINT(9.505612 6.8898)
18945,NIG-2005-3-475-4,2005,0,clear,3,AFP 3/6-05,A spokesman,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ogan village  Edo State,1,Nigeria,NGA,566,475,Africa,Edo,Orhionmwon,6.277352,6.070909,,138613,5/31/2005,5/31/2005,1,1,0,0,3,0,3,3,3,0,30475,POINT(6.070909 6.277352)
18950,NIG-2005-2-15-1,2005,0,clear,2,AFP 5/7,,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Kwande LGA  Benue State,3,Nigeria,NGA,566,475,Africa,Benue,Kwande,6.887886,9.235472,"Adikpo, as HQ for this LGA, is used as centroid point",139339,7/2/2005,7/2/2005,1,1,0,0,0,2,2,2,2,0,20015,POINT(9.235472 6.887886)
18951,NIG-2004-3-475-4,2004,1,clear,3,Xinhua 15/7 2004  "Nigerian troops go on killing spree, 15 feared dead """,Anonymous source,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ogbugbudu  Delta State,3,Nigeria,NGA,566,475,Africa,Delta,Warri North,6.001093,5.467541,"Unknown location, coded by ADM2, with Koko as centroid.",138611,7/14/2004,7/14/2004,1,1,0,0,0,0,0,15,0,0,30475,POINT(5.467541 6.001093)
18952,NIG-2005-3-475-5,2005,0,clear,3,All Africa 26/7-05,This Day ,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Lagos town  Lagos State,1,Nigeria,NGA,566,475,Africa,Lagos,Lagos,6.453056,3.395833,,138607,7/25/2005,7/25/2005,1,1,0,0,1,0,1,1,1,0,30475,POINT(3.395833 6.453056)
18954,NIG-2005-3-1442-1,2005,1,clear,3,Reuters 6/8-05 and others ,Police,1442,Bakassi boys - civilians,1442,Bakassi boys - civilians,Bakassi boys,1442,civilians,9999,Aba town  Abia state,1,Nigeria,NGA,566,475,Africa,Abia,Aba,5.106576,7.366667,,137175,8/4/2005,8/4/2005,1,1,0,0,32,0,32,35,32,0,31442,POINT(7.366667 5.106576)
18963,NIG-2004-3-475-6,2004,1,clear,3,AFP 4/11 2004,Police officer,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Ife town  Osun state,1,Nigeria,NGA,566,475,Africa,Osun,Ife Central,7.466667,4.566667,,140050,11/3/2004,11/3/2004,1,1,0,0,0,0,0,1,0,0,30475,POINT(4.566667 7.466667)
18964,NIG-2005-3-475-6,2005,0,clear,3,AFP 2005-11-07  "Ex-president's house burnt in Nigeria, three feared dead""",Channels TV,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Onitsha town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,11/7/2005,11/7/2005,1,1,0,0,0,3,3,3,3,0,30475,POINT(6.788452 6.14543)
18965,NIG-2004-3-475-7,2004,1,clear,3,AFP 30/11 2004,Relatives,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Bayelsa state (Ojobo river port  Niger Delta),4,Nigeria,NGA,566,475,Africa,Bayelsa,,4.75,6.083333,,136453,11/20/2004,11/20/2004,1,1,0,0,7,0,7,7,7,0,30475,POINT(6.083333 4.75)
18967,NIG-2005-3-475-7,2005,0,clear,3,AFP 5/12-05 ,Activists and witnesses,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Onitsha town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,12/5/2005,12/5/2005,1,1,0,0,3,0,3,3,3,0,30475,POINT(6.788452 6.14543)
18968,NIG-2005-3-475-8,2005,0,clear,3,AFP 5/12-05  BBC Monitoring Africa 14/12-05,MASSOB spokesman,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Onitsha town  Anambra state (Upper Iweka District of),1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,12/5/2005,12/5/2005,1,1,0,0,0,4,4,17,4,0,30475,POINT(6.788452 6.14543)
18977,NIG-2006-2-373-1,2006,1,clear,2,"AFP 18/2-06, Reuters 18/2-06, Reuters 20/2-06, AFP 20/2-06","police spokesman, Joseph Hayab, north-west secretary of the Christian Association of Nigeria (CAN), Red Cross ",373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Maiduguri town  Borno State,1,Nigeria,NGA,566,475,Africa,Borno,Maiduguri,11.84644069,13.16027423,,146547,2/18/2006,2/18/2006,1,1,21,0,0,0,21,50,21,0,20373,POINT(13.1602742255245 11.8464406879537)
18978,NIG-2006-2-373-2,2006,1,clear,2,"Reuters 20/2-06, AFP 20/2-06, BBC Online 21/2-06",Bauchi residents  Red Cross disaster management official Adronicus Adeyemo,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Bauchi town  Bauchi State,1,Nigeria,NGA,566,475,Africa,Bauchi,Bauchi,10.313441,9.843273,,144380,2/20/2006,2/20/2006,1,1,0,0,0,7,7,7,7,0,20373,POINT(9.843273 10.313441)
18979,NIG-2006-2-373-3,2006,1,clear,2,AP 21/2-06,Witnesses,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Bauchi town  Bauchi State,1,Nigeria,NGA,566,475,Africa,Bauchi,Bauchi,10.313441,9.843273,,144380,2/21/2006,2/21/2006,1,1,0,0,0,18,18,18,18,0,20373,POINT(9.843273 10.313441)
18980,NIG-2006-2-373-4,2006,1,clear,2,"AP 21/2-06, Reuters 21/2-06, AFP 22/2-06","Witnesses, security sources, AFP reporter on the scene",373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Onitsha town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,2/21/2006,2/21/2006,1,1,0,19,0,0,19,30,19,0,20373,POINT(6.788452 6.14543)
18981,NIG-2006-2-373-5,2006,1,clear,2,AFP 22/2-06,Police Superintendent Moriki Abubakar ,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Asaba town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.200643,6.733845,,138614,2/21/2006,2/21/2006,1,1,0,5,0,0,5,5,5,0,20373,POINT(6.733845 6.200643)
18982,NIG-2006-2-373-9,2006,1,clear,2,AFP 23/2-06,Emeka Umeh  head of the local chapter of the Lagos-based Civil Liberties Organisation (CLO),373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Onitsha town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,2/21/2006,2/23/2006,2,3,0,0,0,32,32,32,32,0,20373,POINT(6.788452 6.14543)
18983,NIG-2006-2-373-6,2006,1,clear,2,Reuters 22/2-06,the Red Cross ,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Enugu town  Enugu State,1,Nigeria,NGA,566,475,Africa,Enugu,Enugu South,6.4402,7.4943,,138615,2/22/2006,2/22/2006,1,1,0,7,0,0,7,7,7,0,20373,POINT(7.4943 6.4402)
18984,NIG-2006-2-373-7,2006,1,clear,2,AP 22/2-06,witnesses,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Onitsha town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,2/22/2006,2/22/2006,1,1,0,20,0,0,20,20,20,0,20373,POINT(6.788452 6.14543)
18985,NIG-2006-2-373-8,2006,1,clear,2,AFP 23/2-06,Reporters on the scene,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Onitsha town  Anambra state,1,Nigeria,NGA,566,475,Africa,Anambra,Onitsha North,6.14543,6.788452,,138614,2/23/2006,2/23/2006,1,1,0,9,0,0,9,9,9,0,20373,POINT(6.788452 6.14543)
18986,NIG-2006-2-373-10,2006,1,clear,2,Reuters 24/2-06,Witness,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Enugu town  Enugu State,1,Nigeria,NGA,566,475,Africa,Enugu,Enugu South,6.4402,7.4943,,138615,2/24/2006,2/24/2006,1,1,0,1,0,0,1,1,1,0,20373,POINT(7.4943 6.4402)
18987,NIG-2006-2-373-11,2006,1,clear,2,Reuters 24/2-06 (Update 2),,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Enugu town  Enugu State,1,Nigeria,NGA,566,475,Africa,Enugu,Enugu South,6.4402,7.4943,,138615,2/24/2006,2/24/2006,1,1,0,0,1,0,1,1,1,0,20373,POINT(7.4943 6.4402)
18988,NIG-2006-2-373-12,2006,1,clear,2,AFP 24/2-06  Reuters 24/2-06 (Update 2),Federal police spokesman Haz Iwendi  Nigerian Red Cross official ,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Kontagora town  Niger state,1,Nigeria,NGA,566,475,Africa,Niger,Kontagora,10.399893,5.469491,,144371,2/23/2006,2/24/2006,2,3,9,0,0,0,9,9,9,0,20373,POINT(5.469491 10.399893)
18994,NIG-2006-2-71-1,2006,1,clear,2,"AFP 13/4-06, AP 13/4-06, Reuters 13/4-06, ICG Africa Report No 119, Nigeria's faltering federal experiment, 13","authorities and witnesses, State information commissioner Yakubu Datti, resident John Yusuf  ",71,Gamai - Pan,71,Gamai - Pan,Gamai,1465,Pan,1525,Qua'an Pan district  Plateu state,3,Nigeria,NGA,566,475,Africa,Plateau,Qua'an Pan,8.8,9.15,Coordinate from GeoHack.,142219,4/10/2006,4/13/2006,0,2,0,0,0,25,25,100,20,0,20071,POINT(9.15 8.8)
18995,NIG-2003-2-15-9,2003,1,clear,2,"""Nigeria's 2003 Elections: The Unacknowledged Violence"", HRW Report, June 2004, 21",HRW interviews,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ikeduru LGA  Imo State,3,Nigeria,NGA,566,475,Africa,Imo,Ikeduru,5.566667,7.1,Coded by ADM2  with Ihuo as centroid.,137895,4/19/2003,4/19/2003,1,1,0,1,0,0,1,1,1,0,20015,POINT(7.1 5.566667)
19018,NIG-2006-3-475-4,2006,0,clear,3,http://www.cehrd.org/files/CEHRD_1ST_EDITION.doc,,475,Government of Nigeria - civilians,475,Government of Nigeria - civilians,Government of Nigeria,475,civilians,9999,Tombia town  Rivers state,1,Nigeria,NGA,566,475,Africa,Rivers,Degema,4.788666,6.894286,,136454,10/25/2006,10/26/2006,2,1,0,0,10,0,10,10,10,0,30475,POINT(6.894286 4.788666)
19038,NIG-2007-2-373-1,2007,0,clear,2,"ABU 21 March 2007 ""Muslim students lynch Christian teacher""",,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Gombe State (Wada district),4,Nigeria,NGA,566,475,Africa,Gombe,,10.25,11.166667,Unknown location  coded by ADM1,144383,3/21/2007,3/21/2007,1,1,1,0,0,0,1,1,1,0,20373,POINT(11.166667 10.25)
19041,NIG-2007-2-15-1,2007,0,clear,2,"AFP 2007-03-29 ""One killed in Nigerian political violence: report""",police spokesman,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Bauchi town  Bauchi State,1,Nigeria,NGA,566,475,Africa,Bauchi,Bauchi,10.313441,9.843273,,144380,3/29/2007,3/29/2007,1,1,0,0,0,1,1,3,1,0,20015,POINT(9.843273 10.313441)
19042,NIG-2007-2-15-2,2007,0,clear,2,"Afp 2007-04-11 ""Five killed in Nigerian political violence: police""",senior police officer,15,Supporters of ANPP - Supporters of PDP,15,Supporters of ANPP - Supporters of PDP,Supporters of PDP,1527,Supporters of ANPP,1434,Ibadan town  Oyo state,1,Nigeria,NGA,566,475,Africa,Oyo,Ibadan North,7.387778,3.896389,,140048,4/10/2007,4/10/2007,1,1,0,0,0,5,5,5,5,0,20015,POINT(3.896389 7.387778)
19061,NIG-2007-2-373-2,2007,0,clear,2,All Africa 2007-10-01 ""Can Condemns Religious Killing in Kano""" "CAN (Christian association) citing ""reports"" ,373,Christians (Nigeria) - Muslims (Nigeria),373,Christians (Nigeria) - Muslims (Nigeria),Christians (Nigeria),1899,Muslims (Nigeria),1900,Kano town  Kano State,1,Nigeria,NGA,566,475,Africa,Kano,Kano,11.994354,8.513807,,146538,9/28/2007,9/28/2007,1,1,9,0,0,0,9,9,9,0,20373,POINT(8.513807 11.994354)
